348,                СУБД для программиста. Базы данных изнутри                ,ID 31247432,null,600
349,Введение в ZBrush,ID 31239407,ДМК Пресс,1 227
350,Ноутбук и Windows. Визуальный самоучитель,ID 29066947,Питер,282
351,Yii. Сборник рецептов,ID 31239361,ДМК Пресс,1 011
352,Микроконтроллеры? Это же просто! Том 1,ID 31239395,ДМК Пресс,437
353,Системы поллинга. Теория и применение в широкополосных беспроводных сетях,ID 3781931,Техносфера,517
354,iPad для женщин,ID 31245841,Эксмо,455
355,                Применение Moodle 2.3 для организации дистанционной поддержки образовательного процесса                ,ID 31346786,Эдитус,119
356,"Твердотельное моделирование деталей в САD-системах. AutoCAD, КОМПАС-3D, SolidWorks, Inventor, Creo",ID 29855879,Питер,1 060
357,AutoCAD 2015 (+ CD-ROM),ID 29808162,Питер,551
358,Adobe Photoshop CС. Мастер-класс Евгении Тучкевич,ID 29421717,БХВ-Петербург,1 012
359,                Совершенный код. Практическое руководство по разработке программного обеспечения                ,ID 28283395,Русская Редакция,200
360,iPad и iPhone. Cамоучитель Левина в цвете,ID 28078513,Питер,385
361,Практическое использование Common Lisp,ID 29899759,ДМК Пресс,866
362,                Самоучитель Mac OS X 10.7 Lion. Русская версия                ,ID 31454390,БХВ-Петербург,167
363,                Информационные системы в экономике. Шпаргалка                ,ID 31328614,Научная Книга,99
364,                ПК для ветеринарного врача                ,ID 31328781,Научная Книга,99
365,Методологические основы анализа и аттестации уровней зрелости процессов программных проектов в условиях нечеткости,ID 27596780,Горячая Линия - Телеком,492
366,                ASP.NET MVC 4. Разработка реальных веб-приложений с помощью ASP.NET MVC                ,ID 31315288,Вильямс,400
367,                Современный веб-дизайн. Эпоха Веб 3.0                ,ID 31315284,Вильямс,300
368,                Официальное руководство Cisco по подготовке к сертификационным экзаменам CCENT/CCNA ICND1 640-822                ,ID 31315282,Вильямс,600
369,                Программирование. Принципы и практика использования C++                ,ID 31315281,Вильямс,600
370,                C# 5.0. Карманный справочник                ,ID 31315280,Вильямс,400
371,                Ноутбук и Windows – проще простого!                ,ID 31333812,Питер,119
372,                Энциклопедия цифровой фотографии                ,ID 31315279,Вильямс,400
373,Семь навыков высокоэффективных людей. Мощные инструменты развития личности,ID 4749424,Альпина Паблишер,426
374,                Бизнес в интернете для творческих людей                ,ID 30856453,Издательские решения,100
375,                Журнал Computerworld Россия №28/2014                ,ID 30856771,Открытые Системы,60
376,                Интернет для ржавых чайников                ,ID 30866144,АСТ,139
377,Программирование в Erlang,ID 30671701,ДМК Пресс,1 011
378,Проектирование для школьников. Самоучитель,ID 30671707,ДМК Пресс,340
379,Машина Поста,ID 6968341,null,238
380,                Открытые системы. СУБД №09/2014                ,ID 30911294,Открытые Системы,330
381,                Журнал Computerworld Россия №29/2014                ,ID 30911289,Открытые Системы,60
382,                Директор информационной службы №11/2014                ,ID 30911299,Открытые Системы,370
383,Система моделирования и исследования радиоэлектронных устройств Multisim 10,ID 30671715,ДМК Пресс,476
384,Введение в UML от создателей языка,ID 30671695,ДМК Пресс,544
385,"                Выбираем компьютер, ноутбук, планшет, смартфон                ",ID 30932850,Олма Медиа Групп,150
386,Биологический и искусственный разум. Часть 4. Восприятие внешнего мира индивидуальными носителями интеллекта,ID 30705538,Ленанд,327
387,                CHIP. Журнал информационных технологий. №11/2014                ,ID 30948672,Бурда,90
388,                ComputerBild №21/2014                ,ID 30948681,Бурда,75
389,                CHIP. Журнал информационных технологий. №12/2014                ,ID 30948700,Бурда,90
390,                ComputerBild №22/2014                ,ID 30948698,Бурда,75
391,                ComputerBild №24/2014                ,ID 30948709,Бурда,75
392,                ComputerBild №23/2014                ,ID 30948708,Бурда,75
393,ArCon. Дизайн интерьеров и архитектурное моделирование (+ CD-ROM),ID 30949703,null,212
394,                Система визуального и звукового оповещения в управлении группировкой космических аппаратов                ,ID 30962464,Синергия,152
395,                Имитационное моделирование динамической воздушной обстановки в управляемом воздушном пространстве                ,ID 30962462,Синергия,152
396,                Журнал Computerworld Россия №30/2014                ,ID 30962474,Открытые Системы,60
397,                Совместное использование предварительного обучения и дескрипторов в системе распознавания образов                ,ID 30962502,Синергия,152
398,                Нечеткий алгоритм многофакторной оценки рейтинга студента                ,ID 30962510,Синергия,152
399,Testable JavaScript,ID 25358269,O'Reilly Media,1 660
400,Microsoft Windows 8.1. Справочник администратора,ID 29980981,БХВ-Петербург,548
401,Окно в мир Интернета,ID 1434309,У-Фактория,90
402,                ComputerBild №25/2014                ,ID 30999556,Бурда,75
403,                Цветы для Элджернона                ,ID 5083769,Эксмо,157
404,                Журнал «Мир ПК» №02/2015                ,ID 31352939,МИР ПК,336
405,                Журнал Publish №03/2015                ,ID 31685107,ОСП-Паблиш,264
406,                ComputerBild №06/2015                ,ID 31685085,Бурда,75
407,"Информатика. Достижения, перспективы, возможности",ID 31620164,Наука,216
408,Занимательная компьютерная арифметика. Быстрые алгоритмы операций с числами и многочленами,ID 31596422,Либроком,287
409,Экспертные системы. Принципы разработки и программирование (+ CD-ROM),ID 3056423,Вильямс,2 109
410,Компьютер - ваш личный стилист (+ CD-ROM),ID 31692563,null,259
411,"Язык программирования C. Лекции и упражнения
",ID 31649671,Вильямс,1 862
412,"MATLAB. Программирование на С++, С#, Java и VBA",ID 31682995,ДМК Пресс,829
413,Компьютер для детей,ID 31713020,АСТ-Пресс,1 069
414,Самоучитель работы на ноутбуке с Windows 8.1,ID 31693053,Наука и техника,386
415,Печатаем на компьютере вслепую. Простой и понятный самоучитель,ID 31566533,Эксмо,98
416,Принципы работы и система программного обеспечения МП ЕС 2700,ID 31620190,"Главная редакция физико-математической литературы издательства ""Наука""",324
417,"Заводим BeagleBone
",ID 31659565,Амперка,352
418,Социальная информация,ID 31620273,Наука,237
419,                Визуальный самоучитель iPad                ,ID 31773292,Эксмо,149
420,                Компьютер и Интернет. Учиться никогда не поздно                ,ID 31774608,Питер,254
421,                Компьютер + мобильник: эффективное взаимодействие                ,ID 31774620,Питер,32
422,"                Реферат, курсовая, диплом на компьютере                ",ID 31774652,Питер,20
423,                1С:Предприятие 8.3. Бухгалтерия предприятия. Управление торговлей. Управление персоналом                ,ID 31775297,Питер,142
424,                Интернет без напряга                ,ID 31776189,Питер,60
425,                Методы оптимизации. Компьютерные технологии                ,ID 31788161,БХВ-Петербург,343
426,Планшет и смартфон на базе Android для ваших родителей,ID 31619786,БХВ-Петербург,223
427,                Android для женщин                ,ID 31773299,Эксмо,249
428,"                Microsoft Windows Server® 2012 R2: хранение, безопасность, сетевые компоненты. Справочник администратора                ",ID 31773581,Русская Редакция,200
429,                Цифровое фото. Популярный самоучитель                ,ID 31774641,Питер,8
430,                Компьютер для женщин. Изучаем Windows 8                ,ID 31774657,Питер,220
431,                Linux. Системное программирование                ,ID 31775298,Питер,523
432,                AutoCAD 2014                ,ID 31775303,Питер,389
433,Программирование для Android 5. Самоучитель,ID 31619790,БХВ-Петербург,272
434,"                Ошибки, которые не замечает компьютер. Учебное пособие                ",ID 31880497,Флинта,160
435,"                Понедельник начинается в субботу
                ",ID 32167453,Издательский Дом Мещерякова,482
436,Самоучитель Adobe Illustrator CC,ID 31277551,БХВ-Петербург,406
437,Самоучитель CorelDRAW X7,ID 31277550,БХВ-Петербург,355
438,Освой самостоятельно C++ за 21 день,ID 31333010,Вильямс,956
439,Ноутбук для ваших родителей,ID 31277549,БХВ-Петербург,304
440,"                IOS 6 SDK. Разработка приложений для iPhone, iPad и iPod touch                ",ID 31315283,Вильямс,400
441,                Язык программирования С. Лекции и упражнения                ,ID 31315292,Вильямс,600
442,                Первая книга SEO-копирайтера. Как написать текст для поисковых машин и пользователей                ,ID 31382909,Инфра-Инженерия,250
443,Словарь-справочник современных анимационных терминов,ID 31361928,Ленанд,596
444,                ComputerBild №04/2015                ,ID 31378029,Бурда,75
445,Проектирование автоматизированных систем обработки информации и управления (АСОИУ). Учебник,ID 31298550,Бином. Лаборатория знаний,311
446,Практичный планшет на ANDROID. Самоучитель в вопросах и ответах,ID 31384295,Наука и техника,383
447,InterBase и Delphi. Клиент-серверные базы данных,ID 31377041,ДМК Пресс,829
448,Microsoft Windows 10. Первое знакомство,ID 31351010,БХВ-Петербург,173
449,                CorelDRAW X5. Официальное руководство                ,ID 31454392,БХВ-Петербург,391
450,                CHIP. Журнал информационных технологий. №03/2015                ,ID 31454414,Бурда,90
451,                Журнал Computerworld Россия №01-02/2015                ,ID 31454411,Открытые Системы,120
452,                Журнал Computerworld Россия №03/2015                ,ID 31454409,Открытые Системы,120
453,                Математические основы машинного обучения и прогнозирования                ,ID 31454472,МЦНМО,180
454,                Концепция создания обслуживающей корпоративной информационной системы экономического производственно-энергетического кластера                ,ID 31455922,Синергия,152
455,                Программно-вычислительный комплекс для решения задач с конечными группами                ,ID 31455938,Синергия,152
456,                Создание Web-сайта                ,ID 31454367,БХВ-Петербург,383
457,                HTML5                ,ID 31454372,БХВ-Петербург,215
458,                Программирование микроконтроллерных плат Arduino/Freeduino                ,ID 31454573,БХВ-Петербург,151
459,                Цифровая обработка 2D– и 3D-изображений                ,ID 31454584,БХВ-Петербург,391
460,                PHP – это просто. Начинаем с видеоуроков                ,ID 31454583,БХВ-Петербург,111
461,                Информационная система малого предприятия «с нуля»                ,ID 31454580,БХВ-Петербург,167
462,iPad для пенсионеров для чайников,ID 31249528,Диалектика,561
463,Java 8 для чайников,ID 31249416,Диалектика,547
464,                Прикладная информатика №6 (54) 2014                ,ID 31455936,Синергия,784
465,Большой сборник диктантов по русскому языку. С правилами и объяснениями всех тем курса. 1-4 классы,ID 3376633,АСТ,143
466,Apple TV Portable Genius,ID 19611787,Visual,3 601
467,                MSDN Magazine. Журнал для разработчиков. №02/2015                ,ID 32277067,Русская Редакция,200
468,"Новейший самоучитель работы на ПК и ноутбуке. Наглядно, понятно и очень просто",ID 32231670,Рипол Классик,217
469,Java 8. Руководство для начинающих,ID 32167369,Вильямс,1 433
470,Язык программирования Java SE 8. Подробное описание,ID 31953201,Вильямс,1 433
471,Технология BIM. Суть и особенности внедрения информационного моделирования зданий,ID 32225190,ДМК Пресс,637
472,Инженерные расчеты и SolidWorks Simulation,ID 32225184,ДМК Пресс,579
473,Компьютерные вирусы и антивирусы. Взгляд программиста,ID 32225186,ДМК Пресс,829
474,Программирование в Clojure. Практика применения Lisp в мире Java,ID 32225185,ДМК Пресс,1 125
475,LabVIEW для всех,ID 32225188,ДМК Пресс,1 290
476,"Проект ""Феникс"". Роман о том, как DevOps меняет бизнес к лучшему",ID 32211144,Эксмо,487
477,                MSDN Magazine. Журнал для разработчиков. №04/2015                ,ID 32277064,Русская Редакция,200
478,"Как собрать мощный компьютер. Подбор комплектующих, сборка, запуск",ID 32274730,null,166
479,Программирование в среде Windows. Учебный курс,ID 32274440,АСТ,107
480,Унифицированный процесс разработки программного обеспечения,ID 32273917,Питер,950
481,Типы данных в языках программирования и базах данных,ID 32324366,Наука. Сибирское отделение,202
482,                ComputerBild №10/2015                ,ID 32393734,Бурда,75
483,"Android на планшетах и смартфонах, включая Android 5. Cамоучитель Левина в цвете",ID 32405950,Питер,300
484,                Работа на компьютере. Новейший самоучитель 2013                ,ID 32415343,Олма Медиа Групп,50
485,                Android. Новейший самоучитель + 250 лучших программ для смартфонов и планшетов                ,ID 32415340,Олма Медиа Групп,90
486,                Новейший самоучитель Office 2013 и Office 365                ,ID 32415339,Олма Медиа Групп,150
487,Проектирование и конструирование компиляторов,ID 32424388,Финансы и статистика,475
488,Photoshop CS5. Практическое руководство (+ DVD-ROM) -  Уцененный товар - №1,ID 31110407,Рид Групп,2 561
489,                Директор информационной службы №04/2015                ,ID 32492612,Открытые Системы,629
490,Технологии встраивания цифровых водяных знаков в аудиосигнал,ID 32022093,Горячая Линия - Телеком,341
491,                Microsoft Excel 2013. Анализ данных и бизнес-моделирование                ,ID 32511505,Русская Редакция,200
492,                Большая энциклопедия компьютера                ,ID 32503368,Эксмо,199
493,                Фундаментальные основы хакерства. Искусство дизассемблирования                ,ID 32502432,Солон-Пресс,250
494,                Основы языка VHDL                ,ID 32502431,Солон-Пресс,300
495,"                Основы компьютера. Для тех, кто хочет разобраться сам                ",ID 32502423,Солон-Пресс,200
496,"                3,5 дюйма, или Как продавать свои программы через Интернет                ",ID 32502420,Солон-Пресс,200
497,Начала науки о программах,ID 31747331,Финансы и статистика,216
498,Новейший самоучитель Android 5 + 256 полезных приложений,ID 31566449,Эксмо,246
499,Методы оптимизации управления для менеджеров. Компьютерно-ориентированный подход. Учебное пособие,ID 31668777,"Издательский дом ""Дело"" РАНХиГС",774
500,                Построение графиков в Excel: тонкости                ,ID 31819670,Солон-Пресс,69
501,                Открытые системы. СУБД №01/2015                ,ID 31819668,Открытые Системы,560
502,                Журнал Publish №04/2015                ,ID 31819666,ОСП-Паблиш,264
503,                Директор информационной службы №01/2015                ,ID 31867825,Открытые Системы,629
504,                IPad. Исчерпывающее руководство                ,ID 31850396,Эксмо,490
505,"Компьютерные уроки для тех, кому за 50",ID 31818320,АСТ,227
506,                Android без страха для начинающих                ,ID 31893115,Эксмо,299
507,"Простые компьютерные уроки для тех, кому за 50. Компьютер и Интернет - это просто",ID 31818321,АСТ,265
508,                Информатика. 10–11 классы. Базовый и углубленный уровни. Методическое пособие. Рекомендации по составлению рабочих программ                ,ID 31924552,Дрофа,47
509,                Ноутбук: учиться никогда не поздно (3-е издание)                ,ID 31919643,Питер,175
510,                Персональный компьютер: учиться никогда не поздно (3-е издание)                ,ID 31919641,Питер,165
511,Язык программирования C++. Лекции и упражнения,ID 31924225,Вильямс,1 396
512,Смартфоны и планшеты Android. Визуальный самоучитель,ID 31979845,Питер,228
513,Самоучитель AutoCAD 2015,ID 31619789,БХВ-Петербург,355
514,C/C++ и MS Visual C++ 2012 для начинающих,ID 31619788,БХВ-Петербург,385
515,Принципы компьютерного моделирования молекулярных систем,ID 32032267,null,1 188
516,Программист-фанатик,ID 31901152,Питер,380
517,Лексикон. Текстовый процессор,ID 31709988,Гермес,831
518,IT-проекты. Фронтовые очерки,ID 31952448,Символ-Плюс,711
519,                Прикладная информатика №1 (55) 2015                ,ID 32125240,Синергия,784
520,"                «Машины, имитирующие жизнь». Особенность архитектуры таких программных систем                ",ID 32125239,Синергия,152
521,                Самоучитель Blender 2.6                ,ID 32125271,БХВ-Петербург,303
522,                Домашняя звукозапись для начинающих                ,ID 32125279,БХВ-Петербург,167
523,                Самоучитель работы на Macintosh (2-е издание)                ,ID 32125277,БХВ-Петербург,167
524,                Музыкальный компьютер для начинающих                ,ID 32125284,БХВ-Петербург,159
525,                Самоучитель системного администратора (3-е издание)                ,ID 32125283,БХВ-Петербург,175
526,                Информатика и информационные технологии для учащихся школ и колледжей                ,ID 28350808,БХВ-Петербург,127
527,                MSDN Magazine. Журнал для разработчиков. №03/2015                ,ID 32277072,Русская Редакция,200
528,Собираем свой персональный компьютер сами,ID 3375070,Дом печати - Вятка,51
529,7 бесплатных антивирусов для Windows 7 и Windows 8. Самоучитель (+ CD-ROM),ID 26229871,Триумф,140
530,Microsoft Excel 2007. Просто о сложном (+ CD-ROM),ID 3591096,Наука и техника,103
531,Сеть настраиваем своими руками,ID 2872733,Феникс,50
532,Современные источники питания ПК и периферии (+ CD-ROM),ID 5192646,Наука и техника,153
533,Управление проектами в ProjectLibre,ID 31277718,Феникс,231
534,Самоучитель системного администратора,ID 8752099,БХВ-Петербург,348
535,Хакер. Взлом и защита,ID 5155500,Феникс,102
536,Самоучитель Microsoft SharePoint Foundation 2010 и SharePoint Online 365,ID 7605643,БХВ-Петербург,181
537,Office 365 за 24 часа,ID 31276991,Эксмо,325
538,Новейший самоучитель. Общение в интернете,ID 28080143,Олма Медиа Групп,231
539,Азбука хакера 2. Языки программирования для хакеров,ID 2149753,Майор,144
540,Windows 8 — это очень просто!,ID 24301890,Питер,153
541,3ds Max 2013. Лучший самоучитель,ID 19432644,Астрель,265
542,Реестр Windows 7. Книга готовых рецептов. Самоучитель,ID 5630991,Наука и техника,119
543,Самоучитель Joomla!,ID 29231414,БХВ-Петербург,226
544,Самоучитель web-дизайна (+ CD-ROM),ID 4251961,Триумф,197
545,Adobe Photoshop CS5. Лучший самоучитель,ID 6715975,АСТ,307
546,Программирование Win32 API в DELPHI (+ CD-ROM),ID 2459911,БХВ-Петербург,220
547,Сбои и ошибки компьютера. Простой и понятный самоучитель,ID 31155467,Эксмо,117
548,PHP и MySQL. Разработка веб-приложений,ID 31351020,БХВ-Петербург,446
549,Универсальный самоучитель Android для планшетов и смартфонов,ID 27715202,Эксмо,328
550,Microsoft Visual C++ в задачах и примерах,ID 26442769,БХВ-Петербург,252
551,PHP для начинающих,ID 23502506,Питер,329
552,Как найти и скачать в Интернете любые файлы,ID 29980871,БХВ-Петербург,309
553,Microsoft Visual C# в задачах и примерах,ID 29421696,БХВ-Петербург,297
554,"Access 2007 без воды. Все, что нужно для уверенной работы",ID 3770437,Наука и техника,81
555,Азбука хакера 3. Компьютерная вирусология,ID 2503722,Майор,144
556,Азбука хакера 1,ID 1821242,Майор,144
557,"Илон Маск. Tesla, SpaceX и дорога в будущее",ID 32161823,Олимп-Бизнес,917
558,                HTML и CSS на примерах                ,ID 28350806,БХВ-Петербург,103
559,                C/C++ и Borland C++ Builder для начинающих                ,ID 28350804,БХВ-Петербург,167
560,                Microsoft .NET в подлиннике                ,ID 28350802,БХВ-Петербург,175
561,                Самоучитель VBA                ,ID 28350800,БХВ-Петербург,151
562,                PHP 5. Практика создания Web-сайтов                ,ID 28350795,БХВ-Петербург,263
563,                Реляционные базы данных: практические приемы оптимальных решений                ,ID 28350794,БХВ-Петербург,119
564,"                Шины PCI, PCI Express. Архитектура, дизайн, принципы функционирования                ",ID 28350793,БХВ-Петербург,127
565,                Техника защиты компакт-дисков от копирования                ,ID 28350792,БХВ-Петербург,135
566,                Разработка и оформление текстового содержания сайтов                ,ID 28350814,БХВ-Петербург,127
567,                Техника отладки программ без исходных текстов                ,ID 28350813,БХВ-Петербург,215
568,                Microsoft SQL Server 2005 Analysis Services. OLAP и многомерный анализ данных                ,ID 28350812,БХВ-Петербург,335
569,                Криптография. От примитивов к синтезу алгоритмов                ,ID 28350811,БХВ-Петербург,191
570,                Журнал Publish №06/2014                ,ID 28350825,ОСП-Паблиш,122
571,                Журнал Computerworld Россия №14/2014                ,ID 28350819,Открытые Системы,60
572,                Тактика защиты и нападения на Web-приложения                ,ID 28350817,БХВ-Петербург,135
573,                Компьютер для врача                ,ID 28350827,БХВ-Петербург,159
574,                C++ Builder в задачах и примерах                ,ID 28350826,БХВ-Петербург,119
575,                Электронные издания                ,ID 28350883,БХВ-Петербург,143
576,                Самоучитель AutoCAD 2014                ,ID 28351007,Эксмо,176
577,                Визуальная энциклопедия компьютера и ноутбука                ,ID 28351203,Эксмо,410
578,                500 лучших бесплатных приложений для платформы Android                ,ID 28351201,Эксмо,210
579,"                Бесплатные антивирусы и защита компьютера без страха для тех, кому за…                ",ID 28351199,Эксмо,190
580,                Журнал Computerworld Россия №16/2014                ,ID 28351297,Открытые Системы,60
581,                Журнал Computerworld Россия №15/2014                ,ID 28351303,Открытые Системы,60
582,"                Ноутбук. Очень простая книга. Дополнено, исправлено, еще проще и понятнее                ",ID 28351324,АСТ,69
583,"                Простая, положительно полуопределенная оценка асимптотической матрицы ковариаций, состоятельная при наличии гетероскедастичности и автокорреляции                ",ID 28351337,Синергия,152
584,                QuarkXpress 7.0/7.3/8.0 для Windows и Мacintosh                ,ID 28351350,ДМК Пресс,244
585,                Адаптивная фильтрация сигналов: теория и алгоритмы                ,ID 28351664,Техносфера,399
586,                Убить пересмешника...                ,ID 26357878,АСТ,359
587,                Цифровая обработка сигналов                ,ID 28351674,Техносфера,599
588,                Цветной самоучитель Интернета                ,ID 28352843,Эксмо,170
589,"                Ноутбук без страха для тех, кому за…                ",ID 28352841,Эксмо,175
590,                Самоучитель Excel 2013                ,ID 28352839,Эксмо,160
591,                Смартфоны на Android                ,ID 28352847,Эксмо,200
592,                Самоучитель работы на офисном компьютере                ,ID 28352853,Эксмо,180
593,                500 бесплатных лучших программ для компьютера                ,ID 28352851,Эксмо,170
594,                Цветной самоучитель работы на ноутбуке                ,ID 28352849,Эксмо,190
595,                Самоучитель Word 2013                ,ID 28352855,Эксмо,160
596,                Большая энциклопедия компьютера                ,ID 28352857,Эксмо,270
597,"                Решение компьютерных проблем без страха для тех, кому за…                ",ID 28352858,Эксмо,165
598,                Организация многонаправленности иерархического подъема (спуска) и локация по структуре неоднородных знаний (продолжение)                ,ID 28353395,Синергия,152
599,                Методы распознавания образов в компьютерном конструировании неорганических соединений                ,ID 28353399,Синергия,152
600,                Блоги и RSS: интернет-технологии нового поколения                ,ID 28353614,БХВ-Петербург,89
601,                1С:Бухгалтерия 7.7. Решение типичных проблем пользователя                ,ID 28353689,БХВ-Петербург,89
602,                Системное программирование в Windows                ,ID 28353688,БХВ-Петербург,271
603,                Десятипальцевый набор на клавиатуре                ,ID 28353687,БХВ-Петербург,38
604,                Microsoft Word. Комфортная работа с помощью макросов                ,ID 28353701,БХВ-Петербург,143
605,                DirectX и C++. Искусство программирования                ,ID 28353700,БХВ-Петербург,111
606,                Самоучитель MySQL 5                ,ID 28353699,БХВ-Петербург,175
607,                1С:Торговля и склад 7.7                ,ID 28353698,БХВ-Петербург,119
608,                Turbo Pascal. Решение сложных задач                ,ID 28353695,БХВ-Петербург,75
609,                Разработка клиент-серверных приложений в Delphi                ,ID 28353692,БХВ-Петербург,151
610,                Искусство программирования игр на С++                ,ID 28353691,БХВ-Петербург,103
611,                1С 8.2 для начинающих                ,ID 28367966,Эксмо,180
612,"                250 лучших бесплатных программ без страха для тех, кому за…                ",ID 28367965,Эксмо,160
613,Планшетник на Android. Миникурс,ID 28227199,Наука и техника,239
614,                Энциклопедия компьютера и ноутбука. Самый наглядный самоучитель                ,ID 28518955,Эксмо,420
615,                Ноутбук с Windows 8 без страха для начинающих. Самый наглядный самоучитель                ,ID 28519705,Эксмо,225
616,                Просто и понятно осваиваем компьютер                ,ID 28519707,Эксмо,200
617,"                Общение и звонки в Интернете без страха для тех, кому за…                ",ID 28519706,Эксмо,150
618,                До встречи с тобой                ,ID 20468991,Азбука-Аттикус,245
619,                Цифровая обработка изображений                ,ID 28351686,Техносфера,599
620,                Открытые системы. СУБД №05/2014                ,ID 28351784,Открытые Системы,330
621,                Директор информационной службы №06/2014                ,ID 28351790,Открытые Системы,370
622,                Журнал «Мир ПК» №07/2014                ,ID 28351796,МИР ПК,198
623,                Научись уверенно печатать на компьютере за 10 минут в день                ,ID 28351829,Эксмо,69
624,                Ноутбук для ваших родителей                ,ID 28352259,БХВ-Петербург,143
625,                Десятипальцевый метод печати на компьютере                ,ID 28352275,Питер,40
626,                3ds Max Design 2014. Дизайн интерьеров и архитектуры                ,ID 28352277,Питер,380
627,                Понятный самоучитель Excel 2013                ,ID 28352289,Питер,75
628,                Интернет – проще простого!                ,ID 28352302,Питер,95
629,                Разработка приложений для Windows 8 на HTML5 и JavaScript                ,ID 28352309,Питер,365
630,                Большая книга CSS3                ,ID 28352324,Питер,450
631,"                Проектируем интерьер сами. Sweet Home 3D, FloorPlan 3D, Google SketchUp и IKEA Home Planner                ",ID 28352323,Питер,225
632,                Сила Objective-C 2.0. Эффективное программирование для iOS и OS X                ,ID 28352322,Питер,340
633,                Разработка Backbone.js приложений                ,ID 28352325,Питер,599
634,                Ноутбук без напряга. Изучаем Windows 8                ,ID 28352337,Питер,220
635,                100 лучших программ для Android                ,ID 28352333,Питер,150
636,"                Актуальное моделирование, визуализация и анимация в 3ds Max 7.5                ",ID 28352505,БХВ-Петербург,143
637,                Самоучитель Visual FoxPro 9.0                ,ID 28352504,БХВ-Петербург,135
638,"                Сеть на Linux. Проектирование, прокладка, эксплуатация                ",ID 28352509,БХВ-Петербург,87
639,                Нестандартные приемы программирования на Delphi                ,ID 28352508,БХВ-Петербург,239
640,                Уроки MySQL. Самоучитель                ,ID 28352506,БХВ-Петербург,87
641,                AutoLISP и Visual LISP в среде AutoCAD                ,ID 28352511,БХВ-Петербург,263
642,                Разработка конфигураций в среде 1С:Предприятие 7.7                ,ID 28352513,БХВ-Петербург,143
643,                Delphi на примерах                ,ID 28352512,БХВ-Петербург,103
644,                Методическое пособие по информатике для учителей 5-6 классов                ,ID 28352518,БХВ-Петербург,103
645,                Работаем на компьютере без ошибок и проблем                ,ID 28352838,Эксмо,250
646,                Самоучитель Office 2013                ,ID 28352835,Эксмо,180
647,"                IPhone без страха для тех, кому за…                ",ID 28352844,Эксмо,160
648,                Просто и понятно осваиваем Интернет                ,ID 28519708,Эксмо,200
649,"Speech and Computer: Specom'2003: International Workshop: Moscow, Russia: 27-29 October 2003: Proceedings",ID 27978379,Moscow State Linguistic University,718
650,Microsoft Excel 2013. Шаг за шагом,ID 28782471,ЭКОМ Паблишерз,674
651,Simulink. Самоучитель,ID 28801500,ДМК Пресс,1 155
652,OS X Mountain Lion. Руководство пользователя,ID 28897837,null,581
653,                Интернет как иллюзия. Обратная сторона сети                ,ID 28974473,Corpus (АСТ),299
654,                ЕГЭ 2015. Информатика. Тематические тренировочные задания                ,ID 28975216,Эксмо,39
655,                ЕГЭ 2015. Информатика. Сборник заданий                ,ID 28975333,Эксмо,39
656,                ГИА 2015. Информатика. Тематические тренировочные задания. 9 класс                ,ID 28975332,Эксмо,39
657,                Журнал Computerworld Россия №19/2014                ,ID 28975426,Открытые Системы,60
658,                Открытые системы. СУБД №06/2014                ,ID 29036795,Открытые Системы,330
659,                Лучшие бесплатные программы 2011                ,ID 29036824,Олма Медиа Групп,109
660,"                Бесплатный софт 2012 для компьютера, смартфона, планшета. Windows, iPad, iPhone, Android                ",ID 29036849,Олма Медиа Групп,81
661,CSS. Быстрый старт,ID 28085323,Эксмо,425
662,"                Домены. Все, что нужно знать о ключевом элементе Интернета                ",ID 29093314,Эксмо,119
663,3D Photoshop (+ CD-ROM),ID 28085558,Эксмо,1 200
664,Firebird. Руководство разработчика баз данных,ID 28781574,БХВ-Петербург,532
665,"                Компьютер для тех, кому за…                ",ID 29133461,Рипол Классик,99
666,"                Интернет для тех, кому за…                ",ID 29135226,Рипол Классик,99
667,Photoshop для пользователей Lightroom,ID 27977920,Вильямс,1 182
668,                Журнал Computerworld Россия №20/2014                ,ID 29185634,Открытые Системы,60
669,                Директор информационной службы №08/2014                ,ID 29185633,Открытые Системы,370
670,Logic Pro X. Профессиональное музыкальное производство (+ DVD-ROM),ID 28160734,Эком,1 899
671,                Журнал «Мир ПК» №09/2014                ,ID 29240401,МИР ПК,198
672,                Технология и протоколы MPLS                ,ID 29309274,БХВ-Петербург,278
673,                CALL-центры и компьютерная телефония                ,ID 29309273,БХВ-Петербург,278
674,                SOFTSWITCH                ,ID 29309286,БХВ-Петербург,278
675,HTML5. Разработка приложений для мобильных устройств,ID 29327027,Питер,834
676,Музыкальная информатика. Теоретические основы,ID 28747667,ЛКИ,545
677,                Журнал Publish №09/2014                ,ID 29444076,ОСП-Паблиш,122
678,                Журнал Computerworld Россия №21/2014                ,ID 29445244,Открытые Системы,60
679,                Решаем компьютерные проблемы сами. Самый наглядный самоучитель                ,ID 28519709,Эксмо,265
680,                Просто и понятно осваиваем ноутбук                ,ID 28519710,Эксмо,200
681,                Word и Excel без страха для начинающих. Самый наглядный самоучитель                ,ID 28519761,Эксмо,250
682,                Универсальный самоучитель Android для планшетов и смартфонов                ,ID 28519817,Эксмо,99
683,                Журнал Computerworld Россия №17/2014                ,ID 28519852,Открытые Системы,60
684,                Журнал Publish №07-08/2014                ,ID 28519850,ОСП-Паблиш,122
685,                Директор информационной службы №07/2014                ,ID 28526937,Открытые Системы,370
686,                Журнал Computerworld Россия №18/2014                ,ID 28526958,Открытые Системы,60
